sampleID,LPS_Baso_149Sm_CREB,LPS_Baso_151Eu_p38,LPS_Baso_155Gd_S6,LPS_Baso_159Tb_MAPKAPK2,LPS_Baso_164Dy_IkB,LPS_Baso_166Er_NFkB,LPS_Baso_167Er_ERK,LPS_Bcells_149Sm_CREB,LPS_Bcells_151Eu_p38,LPS_Bcells_155Gd_S6,LPS_Bcells_159Tb_MAPKAPK2,LPS_Bcells_164Dy_IkB,LPS_Bcells_166Er_NFkB,LPS_Bcells_167Er_ERK,LPS_CD56brightCD16negNK_149Sm_CREB,LPS_CD56brightCD16negNK_151Eu_p38,LPS_CD56brightCD16negNK_155Gd_S6,LPS_CD56brightCD16negNK_159Tb_MAPKAPK2,LPS_CD56brightCD16negNK_164Dy_IkB,LPS_CD56brightCD16negNK_166Er_NFkB,LPS_CD56brightCD16negNK_167Er_ERK,LPS_CD56dimCD16posNK_149Sm_CREB,LPS_CD56dimCD16posNK_151Eu_p38,LPS_CD56dimCD16posNK_155Gd_S6,LPS_CD56dimCD16posNK_159Tb_MAPKAPK2,LPS_CD56dimCD16posNK_164Dy_IkB,LPS_CD56dimCD16posNK_166Er_NFkB,LPS_CD56dimCD16posNK_167Er_ERK,LPS_cMC_149Sm_CREB,LPS_cMC_151Eu_p38,LPS_cMC_155Gd_S6,LPS_cMC_159Tb_MAPKAPK2,LPS_cMC_164Dy_IkB,LPS_cMC_166Er_NFkB,LPS_cMC_167Er_ERK,LPS_CXCR4neutro_149Sm_CREB,LPS_CXCR4neutro_151Eu_p38,LPS_CXCR4neutro_155Gd_S6,LPS_CXCR4neutro_159Tb_MAPKAPK2,LPS_CXCR4neutro_164Dy_IkB,LPS_CXCR4neutro_166Er_NFkB,LPS_CXCR4neutro_167Er_ERK,LPS_DC_149Sm_CREB,LPS_DC_151Eu_p38,LPS_DC_155Gd_S6,LPS_DC_159Tb_MAPKAPK2,LPS_DC_164Dy_IkB,LPS_DC_166Er_NFkB,LPS_DC_167Er_ERK,LPS_Granulocytes_149Sm_CREB,LPS_Granulocytes_151Eu_p38,LPS_Granulocytes_155Gd_S6,LPS_Granulocytes_159Tb_MAPKAPK2,LPS_Granulocytes_164Dy_IkB,LPS_Granulocytes_166Er_NFkB,LPS_Granulocytes_167Er_ERK,LPS_intMC_149Sm_CREB,LPS_intMC_151Eu_p38,LPS_intMC_155Gd_S6,LPS_intMC_159Tb_MAPKAPK2,LPS_intMC_164Dy_IkB,LPS_intMC_166Er_NFkB,LPS_intMC_167Er_ERK,LPS_mDC_149Sm_CREB,LPS_mDC_151Eu_p38,LPS_mDC_155Gd_S6,LPS_mDC_159Tb_MAPKAPK2,LPS_mDC_164Dy_IkB,LPS_mDC_166Er_NFkB,LPS_mDC_167Er_ERK,LPS_MDSC_149Sm_CREB,LPS_MDSC_151Eu_p38,LPS_MDSC_155Gd_S6,LPS_MDSC_159Tb_MAPKAPK2,LPS_MDSC_164Dy_IkB,LPS_MDSC_166Er_NFkB,LPS_MDSC_167Er_ERK,LPS_ncMC_149Sm_CREB,LPS_ncMC_151Eu_p38,LPS_ncMC_155Gd_S6,LPS_ncMC_159Tb_MAPKAPK2,LPS_ncMC_164Dy_IkB,LPS_ncMC_166Er_NFkB,LPS_ncMC_167Er_ERK,LPS_NK_149Sm_CREB,LPS_NK_151Eu_p38,LPS_NK_155Gd_S6,LPS_NK_159Tb_MAPKAPK2,LPS_NK_164Dy_IkB,LPS_NK_166Er_NFkB,LPS_NK_167Er_ERK,LPS_pDC_149Sm_CREB,LPS_pDC_151Eu_p38,LPS_pDC_155Gd_S6,LPS_pDC_159Tb_MAPKAPK2,LPS_pDC_164Dy_IkB,LPS_pDC_166Er_NFkB,LPS_pDC_167Er_ERK,LPS_Treg_149Sm_CREB,LPS_Treg_155Gd_S6,LPS_Treg_159Tb_MAPKAPK2,LPS_Treg_164Dy_IkB,LPS_Treg_166Er_NFkB,LPS_Treg_167Er_ERK,LPS_Tregmem_149Sm_CREB,LPS_Tregmem_155Gd_S6,LPS_Tregmem_159Tb_MAPKAPK2,LPS_Tregmem_164Dy_IkB,LPS_Tregmem_166Er_NFkB,LPS_Tregmem_167Er_ERK,LPS_Tregnaive_149Sm_CREB,LPS_Tregnaive_155Gd_S6,LPS_Tregnaive_159Tb_MAPKAPK2,LPS_Tregnaive_164Dy_IkB,LPS_Tregnaive_166Er_NFkB,LPS_Tregnaive_167Er_ERK
BBCR0002,1.19665691705244,2.43169821595041,0.490162724858131,1.08273280252316,-0.282554093176875,-0.153246546579635,0.134528930777843,-0.0423589200868728,0.0050768058593955,0.164560304468486,0.124416894647956,-0.111768442108756,-0.253692740474516,-0.0726011473069142,-0.0058013649089988,0.0,0.191211748916762,0.10032909028151,-0.04824055788506,-0.472076042588634,-0.0741112667388227,0.0422254517789581,0.0,0.171438566538251,0.184957590174942,-0.0669490775149902,-0.377281196425891,-0.0465158783375606,1.0798639060542,2.09483203631194,0.547482589525318,2.23595173744508,-0.468368430976019,0.0870669070584964,0.714705887234871,0.687897576258889,0.823568753431651,1.50041419621158,0.272107162178863,-0.502104887605083,-0.716465756346954,-0.0135111186975994,1.15523301849259,1.94511310653594,0.548244055302562,1.70298005197947,-0.175857378381931,-0.115476142604162,0.262452579381177,1.11540922128432,1.77682758154027,1.56494876929643,1.6931823220448,-0.934697450172508,-0.189109916365123,0.256588699275214,1.08189680810379,2.03885355876313,0.559653602450009,2.20517152207515,-0.308978629390333,0.129115535891071,0.922021534364242,1.19809653506036,2.05996060033538,0.520810164904674,2.0809188049023,-0.28756733085153,0.0420447696555984,0.636466256835368,1.05099755575126,2.09727564562921,0.555485427855742,2.36841361599837,-0.419225474308358,0.0580113478322619,0.574222209891924,1.17686710713811,2.07122958491814,0.389314427385658,2.7438455249742,-0.133264653756662,0.34762342119433,1.72036411741435,0.0449098427037622,0.0,0.175204065769275,0.183149681729838,-0.0618964482351744,-0.383549919497322,-0.0423034395770767,-0.0552428287954405,0.016014649248981,0.170135969864533,-0.0114231620218338,0.138738813198463,-0.328324364127182,-0.0870644606598515,-0.0248964762259207,0.15254993285792,-0.0651897862963486,-0.0382259726954138,-0.269993270090806,-0.0796110797192232,0.0,0.105862480628097,-0.0509749769621071,0.0104075836697866,-0.188660626561555,-0.0719060591173792,-0.0284833750208575,0.168302696352905,-0.0759819719078602,-0.0566751891646294,-0.306157819511063,-0.0826477530326868
BBCR0003,0.896788490226229,1.83446971980378,0.296095783179446,0.260135266202585,-0.162159545611368,-0.0410448719297902,0.0374864752970154,-0.0192795933955868,0.0194498911823469,0.225479952589101,0.186264747170409,0.0174227692814947,-0.260590767278292,-0.0556919477754287,0.091187382301258,0.0,0.240663373804146,0.057003933969677,0.164199564279014,-0.446139402659217,-0.0003098625872989,0.0222561340666341,0.0,0.211378139244742,0.208871899388156,0.0437248523319601,-0.244730043727846,-0.0679049572792385,1.22967672632176,2.47537587710339,0.686459345741255,2.47220140476138,-0.695139742899629,0.03713546544965,0.808770183324965,0.414343656532193,0.706851681510051,0.985047194661803,0.78221586691975,-1.20498357201165,-0.35227569352687,0.0357577366435237,1.06315059876369,1.88354413162863,0.458112309511446,0.563411612093227,-0.173399946077109,-0.0272773990623676,0.0555350838514544,0.965119362549496,1.46748723956095,1.76910435434055,1.43418864188353,-0.736705259758426,-0.125999714516718,0.134977358132681,1.20142093538016,2.38876839558263,0.659331426517609,2.61399510545874,-0.424352793321401,0.099053953741262,1.8431636500525,1.3600983135788,2.53838681721862,0.634494745842678,2.05418067867793,-0.541871149517968,-0.0211569321299902,0.243465330770287,1.18528004365017,2.46425262764695,0.588024566762327,2.50410876511408,-0.580958775443682,-0.01987867240816,0.632783280561491,1.06052514842886,2.37983904776336,0.524066215721634,2.6656027626817,-0.201487541500548,0.267075360026714,1.97139434852358,0.0323854705838911,0.0,0.212950058166618,0.202354869230594,0.0541537662278284,-0.251047248373018,-0.0650469171708386,-0.0109449024771394,0.0237040650307364,0.292713730939877,0.101868918420975,0.237577214135456,-0.28316052240128,-0.108887523068896,-0.0051933845565373,0.18009259227323,-0.0009325918419242,-0.0147279791949434,-0.196153607785139,-0.0538690100366047,-0.0215643074430168,0.16450623764579,0.0021574268417147,-0.0121163903241399,-0.187464755950424,-0.0628729708080398,0.0832027516785913,0.24495380829599,-0.0097566076616694,0.0030017819772707,-0.194243585406967,-0.0213121152029768
BBCR0005-1,1.28750898938126,2.11996599494409,0.44193767886824,0.585771383436354,-0.276732092935935,0.0047888436165921,0.0843878399525768,0.000231880618817,0.10541897261392,0.169024036089049,0.19933305456902,-0.0062526739970535,0.003833040231399,-0.0449042505490935,-0.0068312902527278,0.0,0.168443029543731,-0.0091645275523434,-0.0362708446258901,-0.0554194943152799,-0.0751187795732594,0.0160841800141493,0.0327246726667816,0.144842241206601,0.236002093298939,0.0143150606083961,-0.0295093204143897,-0.0693921943525144,1.68913402204376,2.65468045104424,0.751369797135857,2.48416566372992,-0.494017003236819,0.485520087464959,0.969250260572921,0.151990697233265,0.235703165413142,0.398094355324369,0.120392851252724,-0.676552512450387,-0.20473955459411,0.0371788678413568,1.51419368551746,2.06653534265405,0.62563658125055,0.813363854737132,-0.210671807436292,-0.0442924460413794,0.127739507554706,1.47889117564771,1.94264640539954,1.56600633067075,1.61854866915534,-0.679892192279576,0.0715607901923029,0.184029637187848,1.63391934377007,2.50031339585612,0.752582966316266,2.44464809065028,-0.28101928281091,0.451014017650836,2.03875344648045,1.80486814742243,2.67558958548811,0.611613718671861,2.10760919575362,-0.388056909551509,0.0570139071419956,0.407569183888914,1.66189083463615,2.68732813059176,0.687199189704536,2.58115514750811,-0.416435514967016,0.461225141344367,0.73099736618087,1.67681421132921,2.48957504145534,0.555542967209864,2.47081256120688,-0.125002552734522,0.603585992101433,2.03267996290333,0.0167535684706235,0.030336441415291,0.149602698565713,0.231809500702124,0.020739391643603,-0.0204989798298794,-0.0658787514878698,0.115959089968178,0.167880915457961,0.296579099972035,0.174860688811947,0.284971322077509,-0.0302281385835625,-0.0552478400319427,0.0,0.181604121883093,0.0299301639412554,0.0477500365377692,0.0233655865251823,-0.0730092790381294,0.0,0.175551090108659,0.0172126241581857,0.0488009228528576,0.0259096012232769,-0.0683408352263789,-0.0214774379698823,0.139624073323367,0.0873899224314783,-0.0951742225570001,-0.10195803559354,-0.125327151254742
BBCR0006,0.744529512675355,1.41340693849774,0.207193877013866,0.203803226671386,-0.168204267087145,-0.176284666699895,0.0309102753162967,-0.0741383629525681,0.0,0.112581102709534,0.0344450613873123,-0.106138008771094,-0.341551781249968,-0.0391977955464959,-0.0940357245178902,0.0,0.149361742295153,-0.0701520938902438,-0.143382044486057,-0.360521394556352,-0.0320470818447912,-0.055314384997586,0.0,0.151466266518115,0.0860466262726658,-0.0968000955365048,-0.376847507356152,-0.0510859729815994,0.888966269875305,2.04855408117298,0.425765924647324,2.22558458687408,-0.525841645644895,-0.0343511119197745,0.529872637780186,0.538681870080834,0.690983421594775,1.15525719791218,0.730007569239175,-0.71404823581841,-0.399865500388698,0.0119646643615777,1.00869132393096,1.59443831287642,0.558166728639837,0.597887543893916,-0.186605023543955,-0.130522269545562,0.0984453173558837,0.826296154965232,1.43638196170255,1.52591476229248,1.33430851373127,-0.773065977974187,-0.280973581696566,0.134465591534327,0.760282057070463,1.98742686282243,0.4937655244554,2.33161952208221,-0.438935955006985,-0.123045305386059,1.03111208358171,1.10281455239381,2.15073704326798,0.463000475208008,1.84700367081186,-0.696907002263357,-0.143398667625909,0.375746394439886,0.800306976460688,2.07146546485727,0.338918727629354,2.35676096511187,-0.523604487880848,-0.0883580718355678,0.456218041904126,1.15480688081788,2.23351895437466,0.398513704660091,2.53834542228095,-0.0414711265293362,0.223635901876048,1.70424219477972,-0.0592439201939846,0.0,0.15112099565653,0.083852754408148,-0.0936041769134112,-0.364120856145525,-0.0484508680599385,-0.195389019992553,-0.108130528668997,0.163184558424865,-0.10661964338443,-0.0364187032669701,-0.377565382427544,-0.0388685481810049,-0.0827482077004271,0.12448392296776,-0.0875882043114759,-0.104715488822385,-0.252459533417047,-0.107706674158041,-0.079230334311806,0.107518392384186,-0.0903827587897187,-0.0961651758466046,-0.246928512696152,-0.0916772068949177,-0.0677677225186561,0.215417017272639,-0.0142585126458424,-0.103032347276839,-0.320417008942122,-0.176559281834951
BBCR0007,0.937748928300364,1.61750180554695,0.29670812008449,0.295279506165961,-0.320697476321422,-0.457402827479879,0.0757106940810584,-0.0481429475240533,-0.0576941876279526,0.120294380225988,-0.0160450810897381,-0.0891618721420231,-0.467989838582631,-0.0660369628275036,0.0402357002920293,0.0,0.26937894392674,-0.108329963208983,-0.0284529068258089,-0.557957699597212,-0.106673565826779,-0.0429941141276988,-0.0114481515174625,0.115084435724917,-0.0100009879969341,-0.0874171186778282,-0.522047405089217,-0.0529107032126263,1.22584513368415,2.5760561258559,0.636588634699065,2.26238810117445,-0.769617669099247,-0.111149811927543,1.03064457698562,0.813498833225589,1.65272122169832,0.948742953949129,1.26929397130257,-0.932898168020035,-0.171791916698694,0.228711490005293,1.3425068242421,2.10367587609422,0.529069610614417,0.861148339035381,-0.335154359178147,-0.400334537233947,0.195565712123751,1.13179454192995,2.1608699122965,1.42345734885016,1.69293170986516,-0.948599313764599,-0.272186327674183,0.236259172338192,1.17143304275294,2.34897096378331,0.560766935656495,2.16963391294677,-0.484089811680177,-0.200887833949533,1.79730164885913,1.30845527125768,2.65953621531294,0.544314191826791,1.9255024360816,-0.835065155409465,-0.329748603900595,0.479415776514053,1.15363832898381,2.55915023995847,0.585872388493865,2.33690010293009,-0.693317281936668,-0.0548694896974303,0.87216949794237,1.35291622785128,2.41143582373609,0.398348500473909,2.29083314468254,-0.151244027080255,0.0479279683475407,1.96291677618089,-0.0408619319893866,-0.0093499006000635,0.120557214909338,-0.0110641044730475,-0.0847546487711951,-0.525859736216958,-0.0530026618722686,-0.0458477413308336,0.0168518143575308,0.207327690520335,-0.178300068857606,0.171553506350659,-0.402994764785231,-0.0041227056182977,-0.0412024057021491,0.123255991016069,-0.165850909636726,-0.113391442081203,-0.497465371767501,-0.0447825950133558,-0.0157416355623445,0.121006805142231,-0.213808645771853,-0.128996938099212,-0.551719402419685,-0.0100104861718667,-0.105540039648687,0.129752914394579,-0.0872839695772858,-0.132580208422322,-0.397854178692153,-0.118011980228678
BBCR0018-1,1.06304055151917,1.5297994761249,0.357298938748694,0.370632031813528,-0.200374965575358,-0.0193125343572916,0.046618227516312,-0.037003114608791,0.0,0.113403501273583,0.117272463762141,-0.068701409806067,-0.0963420853379695,-0.0429102011768884,-0.0651516942800619,0.0,0.17910490082485,0.132102148854248,-0.0407671968068638,-0.152051423942067,-0.0694815355335052,0.0070964363312426,0.0,0.146799861350942,0.166148836188466,-0.0704196983432001,-0.0598017206767272,-0.0436585895899797,1.29105294854351,2.28577748389401,0.676665953113786,2.46718344748194,-0.383753425280814,0.357574340971197,0.591618047948194,1.10101113778174,1.79850762720666,1.52119387783591,1.53726445712661,-0.624372968131887,-0.0274244306408447,0.196619857680155,1.2774439886983,1.79692116205716,0.4863688761994,1.47934757450487,-0.162872786178114,0.0897630470585552,0.263343674850119,1.08109680575115,1.91341582073937,1.62394648587207,1.45620250194751,-0.628126436580559,-0.0817299728874986,0.160400413979533,1.15918718666993,2.20422391432957,0.707935204867249,2.42507499933264,-0.183489617280595,0.305453248634436,0.691174968984548,1.35687486308567,2.22888923579953,0.582937463328051,2.29049316489148,-0.303804164947518,0.301539901001252,0.880921516910487,1.20483719091746,2.29028196810373,0.621212638035733,2.61838028147328,-0.396926457077132,0.325464991375503,0.433152159286918,1.22949096914718,2.08340262128256,0.531849508617312,2.37601736699127,-0.140713576908393,0.417606916330004,1.68034343835525,-0.0042005784731583,0.0,0.157060276299282,0.1551390527321,-0.0624484907763947,-0.0653124344232816,-0.043250962842865,-0.00770888080689,0.0080424441441578,0.301555054372012,0.0292753593215019,0.0748308842157628,-0.0255451031483102,-0.0133841070461244,-0.0053588381597544,0.158800226061365,0.0332012749003539,-0.040522599009576,-0.115965555155532,-0.0418126647967236,0.0,0.1605179463975,0.0234793924725103,-0.0521582102407959,-0.120470752279686,-0.0290958264572609,-0.0873952370938825,0.128277561385316,0.143480741926282,-0.0718105053020704,-0.136219395923392,-0.159043193250146
BBCR0021,1.18991133220146,2.09151463438475,0.44941246656462,0.690452532684206,-0.380007887248542,-0.0134026327362463,0.184500667495254,-0.0080339225778136,0.113375105570414,0.131159959179202,0.17687321030867,-0.0441232765179521,-0.0389491515712082,0.0170244302057186,-0.0017283628241679,0.0,0.240051206071737,0.194915966161471,0.0122990889900705,0.0810867730983691,0.0260917447100044,0.0485377525147307,0.0,0.131321909961046,0.17910634974655,-0.0035748170041684,0.0007965629194133,-0.0107363690665368,1.50280120757754,2.49719393970741,0.776291230730387,2.60919820179624,-0.585195617339864,0.51155688835954,1.08300555131564,0.960965057411785,1.75821545602185,0.627333371570685,1.79167094289736,-0.708539887716598,-0.152440633809582,0.223119870700657,1.30179527915709,2.0433851551781,0.43887799141075,0.980910324521575,-0.331199762571108,0.0049348753158206,0.195928310255535,1.19089886765431,2.09786616555764,1.20761367270509,1.83898441184386,-0.803896703248468,-0.134966970440949,0.209086497722476,1.43949527974197,2.40760544548186,0.876897935390367,2.57854135779523,-0.258090768792768,0.39272320699582,1.89705821678515,1.59444638051537,2.52109250776991,0.605197192898819,2.20423529460612,-0.475504644000209,0.145219575340033,0.467025497863118,1.42113945837256,2.52389396932586,0.755134832860583,2.70846526609988,-0.476450393765441,0.528663116821279,0.823595399669329,1.47503450128737,2.47032813937929,0.603150096028587,2.59357462514913,-0.145647100286968,0.636173349625002,2.05447748303814,0.0465208896884204,0.0,0.126353896299205,0.18136158315561,-0.0038133477942336,0.0076166346983475,-0.0076370604640069,0.0326907279484734,0.125145156710475,0.145594194145824,0.159262886143106,0.0624107046012834,-0.0720955064933861,-0.00084749860662,-0.0013841053450769,0.147835263042416,0.0929219063021764,-0.0329277024603244,0.050786077428993,-0.0164574727040955,0.0050431218168543,0.147215297208007,0.0794844104758556,-0.0294158479783097,0.0541975818490767,-0.0198401820194261,-0.027199712957402,0.14073801115437,0.167368099279287,-0.0652481593672521,0.0233432345979732,0.0248498251339079
BBCR0023,1.25922855619419,2.30911237681517,0.36540356125,0.714390929821589,-0.295325263142894,0.1507250190649,0.132308882435304,0.0283835660779628,0.0592065670438807,0.0993693217021255,0.24743921393946,-0.0411791258131334,0.110495720040114,0.0152968951780064,0.0687759204396923,0.0,0.169158701462743,0.190442320811595,-0.0092863739570892,0.100569333611288,-0.0206934092374427,0.0206123866394363,0.0,0.123432585535732,0.24810319468119,0.0074517404656151,0.0730863831305621,-0.0054677803427831,1.51740794120163,2.6923143085172,0.797996294914614,2.67573835083938,-0.532858784301201,0.535708893751297,1.16044135472374,0.837571555941781,1.04615578026694,1.09085731264932,0.730631983480341,-0.421163420067613,-0.182148518451117,0.0691526126614179,1.44701126871808,2.33143456676432,0.504232300573977,1.26082250379188,-0.267057965922875,0.172812854254171,0.228518066401558,1.3715371404048,2.13633345993093,1.2714845338478,1.64405027443398,-0.854733650408402,-0.0585499185017341,0.186762011354574,1.51322490545332,2.52991704388418,0.863966116615484,2.72623497734968,-0.35620215102281,0.426292115377645,1.8351481502411,1.63087921321777,2.69089570382233,0.525577270872547,2.18957963237764,-0.58622893531624,0.204578518335241,0.529441653666887,1.45502908924933,2.68377303115143,0.716904160028022,2.72005996117159,-0.481635259334948,0.540880831556553,0.968096022419524,1.55612304951433,2.45917272349132,0.485143028703069,2.60454724142968,-0.135761658276606,0.638753787164693,1.91025295419715,0.0221607138842165,0.0,0.122740215841943,0.254634126434315,-0.0034582778321956,0.0832807086648006,-0.0085061243090626,0.0653372458308736,0.138506357047578,0.223084681653154,0.298470827661153,0.0741976559324431,0.0590767587763914,-0.0306865494254499,0.0,0.168621570605223,0.128216893781734,0.0001489667258092,0.0815462374831204,0.0285203474793918,0.0,0.193793338886468,0.109455648576529,0.0256993488438533,0.0641482116347385,0.0303700784635226,0.0024746427718194,0.0600379683864862,0.194209082015669,-0.159477869329409,0.14893136323013,-0.166885911504447
BBCR0027,0.830425394448369,1.49021313082203,0.259499723393876,0.264460881465575,-0.427974184937935,0.0801600272034141,0.0512117976717133,0.0136939095374699,0.105396788802141,0.162305861088004,0.110974843180748,-0.0222527960052951,-0.0684047823591529,0.0041993129910029,0.0974958251384914,0.0,0.140894869994308,0.191695450420465,0.0162564948788492,0.0058542911358228,-0.0032047838301978,0.0304082343321239,0.0693839060928628,0.153885204600237,0.141882783365866,0.0109172233007514,-0.0099960623222636,-0.0105215897458191,1.03196662853833,2.57730984406263,0.856981470316011,2.54617728236349,-0.899230179783946,0.331089018661717,1.07167159944064,1.23348116318936,2.12653107140892,1.05265954655362,1.89115345449728,-1.05420737145118,-0.0727022049753894,0.372816090220662,1.2795324542926,2.50391536144037,0.544036740823183,1.52615668674379,-0.442450382018985,0.265884226792211,0.200982393461848,1.15785037045451,2.31901664993834,1.11304825110027,1.73875508716945,-1.03281991155312,-0.19127204512219,0.269529910978858,0.988072969070954,2.52276682380637,0.813380087833242,2.53795471841678,-0.690911945187881,-0.0293863507687757,1.07076103297216,1.17782172661745,2.74734282783163,0.713878754437958,2.65608915770886,-0.546020292717082,0.240446691592095,0.727843556490012,0.969273173215275,2.53802049015819,0.697938677895934,2.66733927683136,-0.740439259782128,0.270422111367279,0.8937383520592,1.5910016841457,2.9107970851049,0.882775948569198,3.05074441269342,-0.323191070445789,0.630910708819922,2.47019181588927,0.0439740855064047,0.0514564622420906,0.163599625297999,0.139596051775338,0.0009180510718391,-0.0314199342428327,-0.0128738763916617,1.46432124061682,2.89327378170928,0.814717422272721,2.62272943323737,-1.07542270785374,0.237780399562093,1.95050611678652,0.0340578008907777,0.219579373877018,0.0357143142466912,0.0257650546492133,-0.0547800297185179,0.0128428054569973,0.0348915679567572,0.222877912889082,0.0310425487912508,0.0334785362688044,-0.0476127549084153,-0.0071228529271536,0.0066864743210934,0.183133684761332,-0.128209257498168,-0.0949931760356244,-0.129082902064855,-0.001294180641984
BBCR0031-1,1.07870212868214,2.14537625288555,0.470130012587598,0.669333578748142,-0.282389776504164,-0.0843650269189603,0.123823035641432,-0.0042924841744113,0.0883390043233644,0.118213034870631,0.0882966593203464,-0.0194594549984398,-0.0147457887261573,0.0105946658467236,0.010287268696386,0.0,0.20580228277582,0.155943765860107,0.0804389003546095,-0.0539001947016966,-0.0802368876686139,-0.0114646686569992,0.0,0.123549288855641,0.145369694731636,-0.0284410754683296,-0.0060480913364244,-0.0082436623102722,1.31405119072827,2.52662438107298,0.775289346351376,2.53462434905867,-0.481093858931275,0.353344352835622,1.24544745676865,0.623566796339814,0.884289718993051,0.935893500954473,0.65935912761382,-0.633536508474978,-0.466967251563115,0.106712819341979,1.2920763445354,2.20437739549005,0.487143765755443,1.15545061291695,-0.319037893972791,-0.052715591514825,0.214573600262434,0.877203390284948,1.64292272727659,1.11489964148162,1.09052993511299,-0.72868755884231,-0.311337359763276,0.205421655500017,1.31078213784325,2.35413338158603,0.90532069182967,2.66947007407462,-0.291638010672027,0.301735377617174,1.9082116182102,1.40759585834927,2.46261258553305,0.576626239121042,2.1099750260941,-0.469779940811785,0.120058580454642,0.559682209497991,1.24220953237932,2.49152108562636,0.6878114023121,2.52051362188099,-0.441868139439814,0.280860537968342,0.938846147018236,1.44704319482958,2.32012536686039,0.74526237811596,2.66357319491538,-0.126736952268109,0.371595395957141,1.98828732127852,-0.0089424444856325,0.0,0.123172372590973,0.138797525447043,-0.0241661691192587,-0.0013154948423945,-0.0104697052664093,-0.0532774859326822,0.070244112746466,0.236607874246392,0.129021942556166,0.123798297799838,-0.0029998196608727,-0.0040388534445847,0.0,0.131402128070139,0.0074130026049222,-0.0043847730451169,-0.0702270683785864,-0.0161010132063821,0.0003601254351826,0.131011624574578,-0.0020567116850052,-0.0049276982440758,-0.0801932814283652,0.0008537597990983,0.0,0.0479815413604064,0.0605653878157136,-0.0520125287340564,-0.1078364110122,-0.109544840199886
